"id","name","iso3","iso2","numeric_code","phone_code","capital","currency","currency_name","currency_symbol","tld","native","nationality","latitude","longitude","emoji","emojiU","region_id","subregion_id"
"7c6488e25760423a9019406ce0707b58","United States","USA","US","840","1","Washington","USD","United States dollar","$",".us","United States","American","38.000000","-97.000000","🇺🇸","U+1F1FA U+1F1F8","3084d8293c4f492aaff2df05768d263a","476e1e6f71814264855c042c7d78f760"
